
# Curve 0 of 1, 85 points
# Curve title: "1st dose"
# x y xlow xhigh type
-1  35575 -1 -1  i
 367  2  367  367  i
 368  1  368  368  i
 369  2  369  369  i
 370  2  370  370  i
 371  7  371  371  i
 372  8  372  372  i
 373  3  373  373  i
 375  1  375  375  i
 376  7  376  376  i
 377  10  377  377  i
 378  43  378  378  i
 379  37  379  379  i
 380  20  380  380  i
 383  27  383  383  i
 384  59  384  384  i
 385  69  385  385  i
 386  20  386  386  i
 387  3  387  387  i
 388  0  388  388  i
 389  5  389  389  i
 390  1  390  390  i
 391  55  391  391  i
 392  51  392  392  i
 393  57  393  393  i
 394  13  394  394  i
 396  0  396  396  i
 397  25  397  397  i
 398  31  398  398  i
 399  23  399  399  i
 400  4  400  400  i
 401  14  401  401  i
 404  4  404  404  i
 405  7  405  405  i
 406  47  406  406  i
 407  25  407  407  i
 408  9  408  408  i
 411  7  411  411  i
 412  13  412  412  i
 413  16  413  413  i
 414  37  414  414  i
 415  12  415  415  i
 418  10  418  418  i
 419  14  419  419  i
 420  50  420  420  i
 421  54  421  421  i
 422  30  422  422  i
 423  1  423  423  i
 425  24  425  425  i
 426  109  426  426  i
 427  111  427  427  i
 428  196  428  428  i
 429  142  429  429  i
 430  16  430  430  i
 431  143  431  431  i
 432  554  432  432  i
 433  610  433  433  i
 434  1110  434  434  i
 435  1081  435  435  i
 436  1846  436  436  i
 437  1403  437  437  i
 438  1156  438  438  i
 439  636  439  439  i
 440  1554  440  440  i
 441  1203  441  441  i
 442  1755  442  442  i
 443  1033  443  443  i
 444  582  444  444  i
 445  88  445  445  i
 446  218  446  446  i
 447  324  447  447  i
 448  1160  448  448  i
 449  973  449  449  i
 450  12  450  450  i
 451  12  451  451  i
 452  1  452  452  i
 453  32  453  453  i
 454  15  454  454  i
 455  25  455  455  i
 456  232  456  456  i
 457  4  457  457  i
 458  1  458  458  i
 459  9  459  459  i
 461  134  461  461  i


