2020-12-31,Comirnaty,CZ053,"Pardubický kraj",35-39,3,0,3
2020-12-31,Comirnaty,CZ053,"Pardubický kraj",40-44,2,0,2
2020-12-31,Comirnaty,CZ053,"Pardubický kraj",45-49,3,0,3
2020-12-31,Comirnaty,CZ053,"Pardubický kraj",55-59,1,0,1
2020-12-31,Comirnaty,CZ053,"Pardubický kraj",60-64,1,0,1
2020-12-31,Comirnaty,CZ053,"Pardubický kraj",70-74,1,0,1
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",18-24,3,0,3
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",25-29,1,0,1
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",30-34,2,0,2
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",35-39,6,0,6
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",40-44,6,0,6
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",45-49,11,0,11
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",50-54,9,0,9
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",55-59,6,0,6
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",60-64,4,0,4
2021-01-04,Comirnaty,CZ053,"Pardubický kraj",65-69,6,0,6
2021-01-05,Comirnaty,CZ053,"Pardubický kraj",18-24,1,0,1
2021-01-05,Comirnaty,CZ053,"Pardubický kraj",25-29,15,0,15
2021-01-05,Comirnaty,CZ053,"Pardubický kraj",30-34,11,0,11
2021-01-05,Comirnaty,CZ053,"Pardubický kraj",35-39,6,0,6
2021-01-05,Comirnaty,CZ053,"Pardubický kraj",40-44,15,0,15
2021-01-05,Comirnaty,CZ053,"Pardubický kraj",45-49,17,0,17
2021-01-05,Comirnaty,CZ053,"Pardubický kraj",50-54,11,0,11
2021-01-05,Comirnaty,CZ053,"Pardubický kraj",55-59,6,0,6
2021-01-05,Comirnaty,CZ053,"Pardubický kraj",60-64,6,0,6
2021-01-05,Comirnaty,CZ053,"Pardubický kraj",65-69,4,0,4
2021-01-05,Comirnaty,CZ053,"Pardubický kraj",70-74,1,0,1
2021-01-06,Comirnaty,CZ053,"Pardubický kraj",18-24,3,0,3
2021-01-06,Comirnaty,CZ053,"Pardubický kraj",25-29,18,0,18
2021-01-06,Comirnaty,CZ053,"Pardubický kraj",30-34,9,0,9
2021-01-06,Comirnaty,CZ053,"Pardubický kraj",35-39,24,0,24
2021-01-06,Comirnaty,CZ053,"Pardubický kraj",40-44,35,0,35
2021-01-06,Comirnaty,CZ053,"Pardubický kraj",45-49,29,0,29
2021-01-06,Comirnaty,CZ053,"Pardubický kraj",50-54,26,0,26
