2020-12-30,Comirnaty,CZ042,"Ústecký kraj",30-34,3,0,3
2020-12-30,Comirnaty,CZ042,"Ústecký kraj",35-39,1,0,1
2020-12-30,Comirnaty,CZ042,"Ústecký kraj",45-49,2,0,2
2020-12-30,Comirnaty,CZ042,"Ústecký kraj",50-54,3,0,3
2020-12-30,Comirnaty,CZ042,"Ústecký kraj",55-59,2,0,2
2020-12-30,Comirnaty,CZ042,"Ústecký kraj",60-64,3,0,3
2020-12-30,Comirnaty,CZ042,"Ústecký kraj",65-69,1,0,1
2020-12-30,Comirnaty,CZ042,"Ústecký kraj",70-74,1,0,1
2020-12-30,Comirnaty,CZ042,"Ústecký kraj",75-79,1,0,1
2020-12-31,Comirnaty,CZ042,"Ústecký kraj",18-24,6,0,6
2020-12-31,Comirnaty,CZ042,"Ústecký kraj",25-29,18,0,18
2020-12-31,Comirnaty,CZ042,"Ústecký kraj",30-34,10,0,10
2020-12-31,Comirnaty,CZ042,"Ústecký kraj",35-39,18,0,18
2020-12-31,Comirnaty,CZ042,"Ústecký kraj",40-44,16,0,16
2020-12-31,Comirnaty,CZ042,"Ústecký kraj",45-49,22,0,22
2020-12-31,Comirnaty,CZ042,"Ústecký kraj",50-54,11,0,11
2020-12-31,Comirnaty,CZ042,"Ústecký kraj",55-59,11,0,11
2020-12-31,Comirnaty,CZ042,"Ústecký kraj",60-64,8,0,8
2020-12-31,Comirnaty,CZ042,"Ústecký kraj",65-69,7,0,7
2020-12-31,Comirnaty,CZ042,"Ústecký kraj",70-74,2,0,2
2020-12-31,Comirnaty,CZ042,"Ústecký kraj",80+,1,0,1
2021-01-01,Comirnaty,CZ042,"Ústecký kraj",18-24,4,0,4
2021-01-01,Comirnaty,CZ042,"Ústecký kraj",25-29,6,0,6
2021-01-01,Comirnaty,CZ042,"Ústecký kraj",30-34,2,0,2
2021-01-01,Comirnaty,CZ042,"Ústecký kraj",35-39,5,0,5
2021-01-01,Comirnaty,CZ042,"Ústecký kraj",40-44,12,0,12
2021-01-01,Comirnaty,CZ042,"Ústecký kraj",45-49,15,0,15
