
# Curve 0 of 1, 28 points
# Curve title: "reported deaths"
# x y xlow xhigh type
-1  1851 -1 -1  i
 100  1  100  100  i
 293  1  293  293  i
 299  1  299  299  i
 303  1  303  303  i
 306  1  306  306  i
 308  1  308  308  i
 310  1  310  310  i
 312  1  312  312  i
 335  1  335  335  i
 336  1  336  336  i
 369  1  369  369  i
 379  1  379  379  i
 380  1  380  380  i
 387  1  387  387  i
 412  1  412  412  i
 429  1  429  429  i
 440  1  440  440  i
 444  1  444  444  i
 450  1  450  450  i
 452  1  452  452  i
 453  1  453  453  i
 455  1  455  455  i
 464  1  464  464  i
 469  1  469  469  i
 470  2  470  470  i
 471  1  471  471  i


