datum,vakcina,kraj_nuts_kod,kraj_nazev,vekova_skupina,prvnich_davek,druhych_davek,celkem_davek
2021-02-11,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",60-64,3,0,3
2021-02-11,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",65-69,2,0,2
2021-02-11,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",70-74,10,0,10
2021-02-11,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",75-79,14,0,14
2021-02-11,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",80+,60,0,60
2021-02-11,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",25-29,1,0,1
2021-02-11,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",30-34,1,0,1
2021-02-11,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",35-39,2,0,2
2021-02-11,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",40-44,1,0,1
2021-02-11,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",45-49,1,0,1
2021-02-11,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",55-59,2,0,2
2021-02-11,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",60-64,5,0,5
2021-02-11,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",65-69,15,0,15
2021-02-11,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",70-74,22,0,22
2021-02-11,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",75-79,26,0,26
2021-02-11,"COVID-19 Vaccine Moderna",CZ052,"Královéhradecký kraj",80+,1,0,1
2021-02-11,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",18-24,3,0,3
2021-02-11,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",25-29,4,0,4
2021-02-11,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",30-34,13,0,13
2021-02-11,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",35-39,10,0,10
2021-02-11,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",40-44,27,0,27
2021-02-11,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",45-49,29,0,29
2021-02-11,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",50-54,31,0,31
2021-02-11,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",55-59,31,0,31
2021-02-11,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",60-64,28,0,28
2021-02-11,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",65-69,25,0,25
2021-02-11,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",70-74,19,0,19
2021-02-11,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",75-79,22,0,22
2021-02-11,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",80+,106,0,106
2021-02-11,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",18-24,3,0,3
2021-02-11,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",25-29,1,0,1
2021-02-11,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",30-34,10,0,10
2021-02-11,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",35-39,1,0,1
2021-02-11,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",40-44,11,0,11
2021-02-11,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",45-49,16,0,16
2021-02-11,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",50-54,8,0,8
2021-02-11,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",55-59,12,0,12
2021-02-11,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",60-64,12,0,12
2021-02-11,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",65-69,2,0,2
2021-02-11,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",70-74,6,0,6
2021-02-11,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",75-79,2,0,2
2021-02-11,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",80+,16,0,16
2021-02-11,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",18-24,3,0,3
2021-02-11,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",25-29,6,0,6
2021-02-11,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",30-34,1,0,1
2021-02-11,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",35-39,4,0,4
2021-02-11,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",40-44,9,0,9
2021-02-11,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",45-49,10,0,10
2021-02-11,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",50-54,13,0,13
2021-02-11,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",55-59,9,0,9
2021-02-11,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",60-64,9,0,9
2021-02-11,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",65-69,16,0,16
2021-02-11,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",70-74,16,0,16
2021-02-11,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",75-79,16,0,16
2021-02-11,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",80+,81,0,81
2021-02-11,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",18-24,1,0,1
2021-02-11,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",25-29,1,0,1
2021-02-11,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",30-34,11,0,11
2021-02-11,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",35-39,14,0,14
2021-02-11,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",40-44,14,0,14
2021-02-11,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",45-49,28,0,28
2021-02-11,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",50-54,16,0,16
2021-02-11,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",55-59,15,0,15
2021-02-11,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",60-64,13,0,13
2021-02-11,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",65-69,4,0,4
2021-02-11,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",70-74,1,0,1
2021-02-11,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",80+,32,0,32
2021-02-11,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",25-29,8,0,8
2021-02-11,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",30-34,2,0,2
2021-02-11,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",35-39,13,0,13
2021-02-11,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",40-44,9,0,9
2021-02-11,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",45-49,11,0,11
2021-02-11,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",50-54,10,0,10
2021-02-11,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",55-59,7,0,7
2021-02-11,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",60-64,8,0,8
2021-02-11,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",65-69,7,0,7
2021-02-11,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",70-74,18,0,18
2021-02-11,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",75-79,18,0,18
2021-02-11,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",80+,39,0,39
2021-02-11,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",18-24,4,13,17
2021-02-11,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",25-29,4,12,16
2021-02-11,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",30-34,4,17,21
2021-02-11,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",35-39,11,29,40
2021-02-11,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",40-44,13,51,64
2021-02-11,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",45-49,11,70,81
2021-02-11,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",50-54,20,69,89
2021-02-11,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",55-59,21,77,98
2021-02-11,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",60-64,16,64,80
2021-02-11,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",65-69,13,67,80
2021-02-11,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",70-74,19,68,87
2021-02-11,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",75-79,27,111,138
2021-02-11,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",80+,67,388,455
2021-02-11,VAXZEVRIA,CZ020,"Středočeský kraj",18-24,4,0,4
2021-02-11,VAXZEVRIA,CZ020,"Středočeský kraj",25-29,1,0,1
2021-02-11,VAXZEVRIA,CZ020,"Středočeský kraj",40-44,2,0,2
2021-02-11,VAXZEVRIA,CZ020,"Středočeský kraj",45-49,4,0,4
2021-02-11,VAXZEVRIA,CZ020,"Středočeský kraj",50-54,6,0,6
2021-02-11,VAXZEVRIA,CZ020,"Středočeský kraj",55-59,6,0,6
2021-02-11,VAXZEVRIA,CZ020,"Středočeský kraj",60-64,8,0,8
2021-02-11,VAXZEVRIA,CZ020,"Středočeský kraj",65-69,11,0,11
2021-02-11,VAXZEVRIA,CZ020,"Středočeský kraj",70-74,21,0,21
2021-02-11,VAXZEVRIA,CZ020,"Středočeský kraj",75-79,33,0,33
2021-02-11,VAXZEVRIA,CZ020,"Středočeský kraj",80+,85,0,85
2021-02-11,VAXZEVRIA,CZ051,"Liberecký kraj",75-79,1,0,1
2021-02-11,VAXZEVRIA,CZ052,"Královéhradecký kraj",18-24,2,0,2
2021-02-11,VAXZEVRIA,CZ052,"Královéhradecký kraj",25-29,5,0,5
2021-02-11,VAXZEVRIA,CZ052,"Královéhradecký kraj",30-34,3,0,3
2021-02-11,VAXZEVRIA,CZ052,"Královéhradecký kraj",35-39,3,0,3
2021-02-11,VAXZEVRIA,CZ052,"Královéhradecký kraj",40-44,6,0,6
2021-02-11,VAXZEVRIA,CZ052,"Královéhradecký kraj",45-49,8,0,8
2021-02-11,VAXZEVRIA,CZ052,"Královéhradecký kraj",50-54,4,0,4
2021-02-11,VAXZEVRIA,CZ052,"Královéhradecký kraj",55-59,4,0,4
2021-02-11,VAXZEVRIA,CZ052,"Královéhradecký kraj",60-64,3,0,3
2021-02-11,VAXZEVRIA,CZ052,"Královéhradecký kraj",65-69,1,0,1
2021-02-11,VAXZEVRIA,CZ063,"Kraj Vysočina",18-24,1,0,1
2021-02-11,VAXZEVRIA,CZ063,"Kraj Vysočina",25-29,2,0,2
2021-02-11,VAXZEVRIA,CZ063,"Kraj Vysočina",30-34,1,0,1
2021-02-11,VAXZEVRIA,CZ063,"Kraj Vysočina",35-39,1,0,1
2021-02-11,VAXZEVRIA,CZ063,"Kraj Vysočina",40-44,2,0,2
2021-02-11,VAXZEVRIA,CZ063,"Kraj Vysočina",45-49,1,0,1
2021-02-11,VAXZEVRIA,CZ063,"Kraj Vysočina",50-54,3,0,3
2021-02-11,VAXZEVRIA,CZ063,"Kraj Vysočina",55-59,1,0,1
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",0-17,0,1,1
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",18-24,15,51,66
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",25-29,16,80,96
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",30-34,22,68,90
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",35-39,19,82,101
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",40-44,44,128,172
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",45-49,40,148,188
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",50-54,36,125,161
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",55-59,33,113,146
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",60-64,28,110,138
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",65-69,39,101,140
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",70-74,32,140,172
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",75-79,54,166,220
2021-02-12,Comirnaty,CZ010,"Hlavní město Praha",80+,581,2104,2685
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",0-17,0,1,1
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",18-24,12,34,46
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",25-29,15,44,59
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",30-34,9,65,74
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",35-39,25,68,93
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",40-44,25,131,156
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",45-49,30,151,181
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",50-54,38,130,168
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",55-59,34,122,156
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",60-64,25,85,110
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",65-69,27,78,105
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",70-74,22,61,83
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",75-79,37,52,89
2021-02-12,Comirnaty,CZ020,"Středočeský kraj",80+,225,270,495
2021-02-12,Comirnaty,CZ031,"Jihočeský kraj",18-24,3,8,11
2021-02-12,Comirnaty,CZ031,"Jihočeský kraj",25-29,2,9,11
2021-02-12,Comirnaty,CZ031,"Jihočeský kraj",30-34,1,11,12
2021-02-12,Comirnaty,CZ031,"Jihočeský kraj",35-39,0,20,20
2021-02-12,Comirnaty,CZ031,"Jihočeský kraj",40-44,0,33,33
2021-02-12,Comirnaty,CZ031,"Jihočeský kraj",45-49,2,47,49
2021-02-12,Comirnaty,CZ031,"Jihočeský kraj",50-54,1,37,38
2021-02-12,Comirnaty,CZ031,"Jihočeský kraj",55-59,6,49,55
2021-02-12,Comirnaty,CZ031,"Jihočeský kraj",60-64,2,43,45
2021-02-12,Comirnaty,CZ031,"Jihočeský kraj",65-69,0,38,38
2021-02-12,Comirnaty,CZ031,"Jihočeský kraj",70-74,2,21,23
2021-02-12,Comirnaty,CZ031,"Jihočeský kraj",75-79,3,26,29
2021-02-12,Comirnaty,CZ031,"Jihočeský kraj",80+,10,1077,1087
2021-02-12,Comirnaty,CZ032,"Plzeňský kraj",18-24,0,32,32
2021-02-12,Comirnaty,CZ032,"Plzeňský kraj",25-29,3,31,34
2021-02-12,Comirnaty,CZ032,"Plzeňský kraj",30-34,2,36,38
2021-02-12,Comirnaty,CZ032,"Plzeňský kraj",35-39,2,47,49
2021-02-12,Comirnaty,CZ032,"Plzeňský kraj",40-44,3,94,97
2021-02-12,Comirnaty,CZ032,"Plzeňský kraj",45-49,5,85,90
2021-02-12,Comirnaty,CZ032,"Plzeňský kraj",50-54,5,74,79
2021-02-12,Comirnaty,CZ032,"Plzeňský kraj",55-59,10,79,89
2021-02-12,Comirnaty,CZ032,"Plzeňský kraj",60-64,10,70,80
2021-02-12,Comirnaty,CZ032,"Plzeňský kraj",65-69,11,72,83
2021-02-12,Comirnaty,CZ032,"Plzeňský kraj",70-74,2,49,51
2021-02-12,Comirnaty,CZ032,"Plzeňský kraj",75-79,1,35,36
2021-02-12,Comirnaty,CZ032,"Plzeňský kraj",80+,41,368,409
2021-02-12,Comirnaty,CZ041,"Karlovarský kraj",18-24,4,6,10
2021-02-12,Comirnaty,CZ041,"Karlovarský kraj",25-29,4,6,10
2021-02-12,Comirnaty,CZ041,"Karlovarský kraj",30-34,10,8,18
2021-02-12,Comirnaty,CZ041,"Karlovarský kraj",35-39,12,13,25
2021-02-12,Comirnaty,CZ041,"Karlovarský kraj",40-44,16,12,28
2021-02-12,Comirnaty,CZ041,"Karlovarský kraj",45-49,20,29,49
2021-02-12,Comirnaty,CZ041,"Karlovarský kraj",50-54,13,22,35
2021-02-12,Comirnaty,CZ041,"Karlovarský kraj",55-59,9,17,26
2021-02-12,Comirnaty,CZ041,"Karlovarský kraj",60-64,13,15,28
2021-02-12,Comirnaty,CZ041,"Karlovarský kraj",65-69,5,14,19
2021-02-12,Comirnaty,CZ041,"Karlovarský kraj",70-74,11,12,23
2021-02-12,Comirnaty,CZ041,"Karlovarský kraj",75-79,6,7,13
2021-02-12,Comirnaty,CZ041,"Karlovarský kraj",80+,121,112,233
2021-02-12,Comirnaty,CZ042,"Ústecký kraj",18-24,4,6,10
2021-02-12,Comirnaty,CZ042,"Ústecký kraj",25-29,3,10,13
2021-02-12,Comirnaty,CZ042,"Ústecký kraj",30-34,3,11,14
2021-02-12,Comirnaty,CZ042,"Ústecký kraj",35-39,3,45,48
2021-02-12,Comirnaty,CZ042,"Ústecký kraj",40-44,6,46,52
2021-02-12,Comirnaty,CZ042,"Ústecký kraj",45-49,7,62,69
2021-02-12,Comirnaty,CZ042,"Ústecký kraj",50-54,16,64,80
2021-02-12,Comirnaty,CZ042,"Ústecký kraj",55-59,15,52,67
2021-02-12,Comirnaty,CZ042,"Ústecký kraj",60-64,10,66,76
2021-02-12,Comirnaty,CZ042,"Ústecký kraj",65-69,20,36,56
2021-02-12,Comirnaty,CZ042,"Ústecký kraj",70-74,26,12,38
2021-02-12,Comirnaty,CZ042,"Ústecký kraj",75-79,22,8,30
2021-02-12,Comirnaty,CZ042,"Ústecký kraj",80+,153,162,315
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",0-17,1,0,1
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",18-24,6,16,22
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",25-29,5,24,29
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",30-34,4,33,37
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",35-39,4,33,37
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",40-44,4,61,65
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",45-49,12,70,82
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",50-54,6,67,73
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",55-59,6,74,80
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",60-64,3,40,43
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",65-69,5,29,34
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",70-74,0,21,21
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",75-79,6,25,31
2021-02-12,Comirnaty,CZ051,"Liberecký kraj",80+,133,134,267
2021-02-12,Comirnaty,CZ052,"Královéhradecký kraj",18-24,2,9,11
2021-02-12,Comirnaty,CZ052,"Královéhradecký kraj",25-29,1,3,4
2021-02-12,Comirnaty,CZ052,"Královéhradecký kraj",30-34,4,5,9
2021-02-12,Comirnaty,CZ052,"Královéhradecký kraj",35-39,5,14,19
2021-02-12,Comirnaty,CZ052,"Královéhradecký kraj",40-44,7,32,39
2021-02-12,Comirnaty,CZ052,"Královéhradecký kraj",45-49,9,44,53
2021-02-12,Comirnaty,CZ052,"Královéhradecký kraj",50-54,3,35,38
2021-02-12,Comirnaty,CZ052,"Královéhradecký kraj",55-59,3,29,32
2021-02-12,Comirnaty,CZ052,"Královéhradecký kraj",60-64,3,11,14
2021-02-12,Comirnaty,CZ052,"Královéhradecký kraj",65-69,7,11,18
2021-02-12,Comirnaty,CZ052,"Královéhradecký kraj",70-74,6,15,21
2021-02-12,Comirnaty,CZ052,"Královéhradecký kraj",75-79,5,22,27
2021-02-12,Comirnaty,CZ052,"Královéhradecký kraj",80+,172,321,493
2021-02-12,Comirnaty,CZ053,"Pardubický kraj",18-24,1,1,2
2021-02-12,Comirnaty,CZ053,"Pardubický kraj",25-29,3,1,4
2021-02-12,Comirnaty,CZ053,"Pardubický kraj",30-34,9,0,9
2021-02-12,Comirnaty,CZ053,"Pardubický kraj",35-39,9,4,13
2021-02-12,Comirnaty,CZ053,"Pardubický kraj",40-44,13,7,20
2021-02-12,Comirnaty,CZ053,"Pardubický kraj",45-49,13,10,23
2021-02-12,Comirnaty,CZ053,"Pardubický kraj",50-54,12,6,18
2021-02-12,Comirnaty,CZ053,"Pardubický kraj",55-59,17,4,21
2021-02-12,Comirnaty,CZ053,"Pardubický kraj",60-64,11,5,16
2021-02-12,Comirnaty,CZ053,"Pardubický kraj",65-69,2,1,3
2021-02-12,Comirnaty,CZ053,"Pardubický kraj",70-74,1,0,1
2021-02-12,Comirnaty,CZ053,"Pardubický kraj",75-79,1,1,2
2021-02-12,Comirnaty,CZ053,"Pardubický kraj",80+,196,526,722
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",0-17,0,2,2
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",18-24,1,4,5
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",25-29,2,3,5
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",30-34,1,7,8
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",35-39,3,12,15
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",40-44,9,14,23
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",45-49,3,16,19
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",50-54,6,15,21
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",55-59,4,14,18
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",60-64,1,8,9
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",65-69,1,10,11
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",70-74,2,0,2
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",75-79,7,3,10
2021-02-12,Comirnaty,CZ063,"Kraj Vysočina",80+,40,444,484
2021-02-12,Comirnaty,CZ064,"Jihomoravský kraj",18-24,3,18,21
2021-02-12,Comirnaty,CZ064,"Jihomoravský kraj",25-29,5,27,32
2021-02-12,Comirnaty,CZ064,"Jihomoravský kraj",30-34,2,35,37
2021-02-12,Comirnaty,CZ064,"Jihomoravský kraj",35-39,6,59,65
2021-02-12,Comirnaty,CZ064,"Jihomoravský kraj",40-44,5,97,102
2021-02-12,Comirnaty,CZ064,"Jihomoravský kraj",45-49,4,114,118
2021-02-12,Comirnaty,CZ064,"Jihomoravský kraj",50-54,8,69,77
2021-02-12,Comirnaty,CZ064,"Jihomoravský kraj",55-59,6,73,79
2021-02-12,Comirnaty,CZ064,"Jihomoravský kraj",60-64,7,48,55
2021-02-12,Comirnaty,CZ064,"Jihomoravský kraj",65-69,5,48,53
2021-02-12,Comirnaty,CZ064,"Jihomoravský kraj",70-74,7,51,58
2021-02-12,Comirnaty,CZ064,"Jihomoravský kraj",75-79,8,46,54
2021-02-12,Comirnaty,CZ064,"Jihomoravský kraj",80+,220,440,660
2021-02-12,Comirnaty,CZ071,"Olomoucký kraj",18-24,9,0,9
2021-02-12,Comirnaty,CZ071,"Olomoucký kraj",25-29,14,3,17
2021-02-12,Comirnaty,CZ071,"Olomoucký kraj",30-34,21,7,28
2021-02-12,Comirnaty,CZ071,"Olomoucký kraj",35-39,23,6,29
2021-02-12,Comirnaty,CZ071,"Olomoucký kraj",40-44,30,4,34
2021-02-12,Comirnaty,CZ071,"Olomoucký kraj",45-49,42,4,46
2021-02-12,Comirnaty,CZ071,"Olomoucký kraj",50-54,39,7,46
2021-02-12,Comirnaty,CZ071,"Olomoucký kraj",55-59,32,3,35
2021-02-12,Comirnaty,CZ071,"Olomoucký kraj",60-64,25,7,32
2021-02-12,Comirnaty,CZ071,"Olomoucký kraj",65-69,32,4,36
2021-02-12,Comirnaty,CZ071,"Olomoucký kraj",70-74,6,1,7
2021-02-12,Comirnaty,CZ071,"Olomoucký kraj",75-79,8,1,9
2021-02-12,Comirnaty,CZ071,"Olomoucký kraj",80+,269,285,554
2021-02-12,Comirnaty,CZ072,"Zlínský kraj",18-24,6,27,33
2021-02-12,Comirnaty,CZ072,"Zlínský kraj",25-29,6,50,56
2021-02-12,Comirnaty,CZ072,"Zlínský kraj",30-34,7,46,53
2021-02-12,Comirnaty,CZ072,"Zlínský kraj",35-39,6,48,54
2021-02-12,Comirnaty,CZ072,"Zlínský kraj",40-44,6,93,99
2021-02-12,Comirnaty,CZ072,"Zlínský kraj",45-49,13,97,110
2021-02-12,Comirnaty,CZ072,"Zlínský kraj",50-54,7,62,69
2021-02-12,Comirnaty,CZ072,"Zlínský kraj",55-59,9,69,78
2021-02-12,Comirnaty,CZ072,"Zlínský kraj",60-64,6,44,50
2021-02-12,Comirnaty,CZ072,"Zlínský kraj",65-69,1,40,41
2021-02-12,Comirnaty,CZ072,"Zlínský kraj",70-74,1,22,23
2021-02-12,Comirnaty,CZ072,"Zlínský kraj",75-79,3,18,21
2021-02-12,Comirnaty,CZ072,"Zlínský kraj",80+,96,199,295
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",0-17,1,0,1
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",18-24,16,8,24
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",25-29,12,23,35
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",30-34,4,25,29
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",35-39,14,44,58
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",40-44,22,67,89
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",45-49,30,72,102
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",50-54,19,55,74
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",55-59,19,42,61
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",60-64,20,33,53
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",65-69,18,26,44
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",70-74,8,13,21
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",75-79,10,18,28
2021-02-12,Comirnaty,CZ080,"Moravskoslezský kraj",80+,407,1120,1527
2021-02-12,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",30-34,1,0,1
2021-02-12,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",35-39,1,0,1
2021-02-12,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",50-54,3,0,3
2021-02-12,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",55-59,2,0,2
2021-02-12,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",60-64,1,0,1
2021-02-12,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",65-69,3,0,3
2021-02-12,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",70-74,3,0,3
2021-02-12,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",75-79,4,0,4
2021-02-12,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",80+,408,0,408
2021-02-12,"COVID-19 Vaccine Moderna",CZ031,"Jihočeský kraj",80+,66,0,66
2021-02-12,"COVID-19 Vaccine Moderna",CZ032,"Plzeňský kraj",80+,1,0,1
